route_id,service_id,trip_id,trip_headsign,trip_short_name
IC,2024-04-19,2024-04-19_1622-3,Wrocław Główny,1622 Baczyński
IC,2024-04-19,2024-04-19_1624-5,Wrocław Główny,1624 Fredro
IC,2024-04-19,2024-04-19_1626-7,Zgorzelec,1626 Łużyce
EIC,2024-04-19,2024-04-19_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_17006-7,Frankfurt (Oder),46 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_17010-1,Frankfurt (Oder),40 Berlin-Warszawa-Express
IC,2024-04-19,2024-04-19_17100-1,Zielona Góra Główna,17100 Strzelecki
IC,2024-04-19,2024-04-19_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2024-04-19,2024-04-19_17104-5,Poznań Główny,17104 Warta
EIC,2024-04-19,2024-04-19_1800-1,Szczecin Główny,1800 Chrobry
IC,2024-04-19,2024-04-19_18100-1,Szczecin Główny,18100 Gałczyński
IC,2024-04-19,2024-04-19_18102-3,Świnoujście,18102 Podlasiak
IC,2024-04-19,2024-04-19_18105-4,Szczecin Główny,18104 Rybak
IC,2024-04-19,2024-04-19_18106-7,Świnoujście,18106 Mewa
TLK,2024-04-19,2024-04-19_18109-8,Szczecin Główny,18108 Włókniarz
IC,2024-04-19,2024-04-19_18110-1,Piła Główna,18110 Noteć
IC,2024-04-19,2024-04-19_18115-4,Kołobrzeg,18114 Pobrzeże
IC,2024-04-19,2024-04-19_18151-0,Kołobrzeg,18150 Słupia
IC,2024-04-19,2024-04-19_18170-1,Świnoujście,18170 Uznam
IC,2024-04-19,2024-04-19_1900-1,Łódź Fabryczna,1900 Boryna
IC,2024-04-19,2024-04-19_1903-2,Łódź Fabryczna,1902 Łęcka
IC,2024-04-19,2024-04-19_1904-5,Łódź Fabryczna,1904 Rubinstein
IC,2024-04-19,2024-04-19_1906-7,Łódź Fabryczna,1906 Leśmian
IC,2024-04-19,2024-04-19_1909-8,Łódź Fabryczna,1908 Jagna
IC,2024-04-19,2024-04-19_1910-1,Łódź Fabryczna,1910 Tuwim
IC,2024-04-19,2024-04-19_19100-1,Łódź Fabryczna,19100 Łodzianin
IC,2024-04-19,2024-04-19_19130-1,Łódź Fabryczna,19130 Zosia
IC,2024-04-19,2024-04-19_19132-3,Łódź Fabryczna,19132 Korczak
IC,2024-04-19,2024-04-19_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2024-04-19,2024-04-19_2100-1,Łódź Fabryczna,2100 Czartoryski
TLK,2024-04-19,2024-04-19_21010-1,Warszawa Wschodnia,21010 Kyiv-Express
IC,2024-04-19,2024-04-19_21100-1,Warszawa Zachodnia,21100 Chełmianin
IC,2024-04-19,2024-04-19_21102-3,Warszawa Zachodnia,21102 Bystrzyca
IC,2024-04-19,2024-04-19_21105-4,Warszawa Wschodnia,21104 Czechowicz
IC,2024-04-19,2024-04-19_21107-6,Warszawa Wschodnia,21106 Inka
IC,2024-04-19,2024-04-19_2120-1,Warszawa Wschodnia,2120 Nida
IC,2024-04-19,2024-04-19_22002,Jagodin,24
IC,2024-04-19,2024-04-19_22005,Chełm,23
IC,2024-04-19,2024-04-19_22007,Chełm,19
IC,2024-04-19,2024-04-19_22008,Jagodin,120
IC,2024-04-19,2024-04-19_22011,Chełm,119
IC,2024-04-19,2024-04-19_22012,Jagodin,20
IC,2024-04-19,2024-04-19_22101-0,Hrubieszów Miasto,22100 Hetman
IC,2024-04-19,2024-04-19_23100-1,Kraków Główny,23100 Jagiełło
TLK,2024-04-19,2024-04-19_24001-0,Bohumin,310 Roztocze
IC,2024-04-19,2024-04-19_24100-1,Katowice,24100 Sztygar
IC,2024-04-19,2024-04-19_24103,Gliwice,24103 Morcinek
IC,2024-04-19,2024-04-19_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2024-04-19,2024-04-19_2520-1,Bydgoszcz Główna,2520 Rejewski
IC,2024-04-19,2024-04-19_26100-1,Wrocław Główny,26100 Bolko
IC,2024-04-19,2024-04-19_26102-3,Wrocław Główny,26102 Morcinek
IC,2024-04-19,2024-04-19_2701-0,Zielona Góra Główna,2700 Hetman
IC,2024-04-19,2024-04-19_27100-1,Zielona Góra Główna,27100 Lubuszanin
IC,2024-04-19,2024-04-19_27102-3,Poznań Główny,27102 Koziołek
IC,2024-04-19,2024-04-19_28100-1,Szczecin Główny,28100 Staszic
IC,2024-04-19,2024-04-19_28102-3,Szczecin Główny,28102 Wyczółkowski
IC,2024-04-19,2024-04-19_28104-5,Świnoujście,28104 Górski
TLK,2024-04-19,2024-04-19_30104-5,Krynica,30104 Małopolska
TLK,2024-04-19,2024-04-19_30110-1,Zagórz,30110 Wetlina
TLK,2024-04-19,2024-04-19_30112-3,Zagórz,30112 Bieszczady
TLK,2024-04-19,2024-04-19_30170-1,Krynica,30170 Karpaty
EIP,2024-04-19,2024-04-19_3100-1,Warszawa Wschodnia,3100
IC,2024-04-19,2024-04-19_31000-1,Maćkowo,144 Hańcza
EIP,2024-04-19,2024-04-19_3102-3,Warszawa Wschodnia,3102
EIP,2024-04-19,2024-04-19_3106-7,Warszawa Wschodnia,3106
EIP,2024-04-19,2024-04-19_3108-9,Warszawa Wschodnia,3108
IC,2024-04-19,2024-04-19_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2024-04-19,2024-04-19_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2024-04-19,2024-04-19_31104-5_0,Warszawa Gdańska,31104 Witos
IC,2024-04-19,2024-04-19_31104-5_1,Warszawa Gdańska,31104 Witos
IC,2024-04-19,2024-04-19_31106-7_0,Warszawa Gdańska,31106 San
IC,2024-04-19,2024-04-19_31106-7_1,Warszawa Gdańska,31106 San
IC,2024-04-19,2024-04-19_31108-9,Łódź Fabryczna,31108 Reymont
EIP,2024-04-19,2024-04-19_3112-3,Warszawa Wschodnia,3112
IC,2024-04-19,2024-04-19_3120-1,Warszawa Wschodnia,3120 Karłowicz
IC,2024-04-19,2024-04-19_3122-3,Warszawa Wschodnia,3122 Kinga
IC,2024-04-19,2024-04-19_3128-9,Warszawa Wschodnia,3128 Łokietek
EIC,2024-04-19,2024-04-19_3150-1,Warszawa Wschodnia,3150 Tatry
IC,2024-04-19,2024-04-19_32100-1,Lublin Główny,32100 Jagiełło
TLK,2024-04-19,2024-04-19_33001,Mostiska 2,32
TLK,2024-04-19,2024-04-19_33002,Przemyśl Główny,31
IC,2024-04-19,2024-04-19_33004,Przemyśl Główny,705
TLK,2024-04-19,2024-04-19_33007,Mostiska 2,90
TLK,2024-04-19,2024-04-19_33008,Przemyśl Główny,89
IC,2024-04-19,2024-04-19_33013,Mostiska 2,716
IC,2024-04-19,2024-04-19_33014,Przemyśl Główny,715
IC,2024-04-19,2024-04-19_33017,Mostiska 2,706
TLK,2024-04-19,2024-04-19_33018,Przemyśl Główny,35
TLK,2024-04-19,2024-04-19_33025,Mostiska 2,36
TLK,2024-04-19,2024-04-19_33104-5,Kraków Główny,33104 Małopolska
TLK,2024-04-19,2024-04-19_33110-1,Kraków Główny,33110 Wetlina
TLK,2024-04-19,2024-04-19_33112-3,Kraków Główny,33112 Bieszczady
TLK,2024-04-19,2024-04-19_33170-1,Kraków Główny,33170 Karpaty
IC,2024-04-19,2024-04-19_34000-1,Petrovice U Karvine,114 Cracovia
IC,2024-04-19,2024-04-19_34002-3,Bohumin,107 Porta Moravica
TLK,2024-04-19,2024-04-19_34004-5,Petrovice U Karvine,212 Galicja
IC,2024-04-19,2024-04-19_34006-7,Petrovice U Karvine,103 Danubius
EIP,2024-04-19,2024-04-19_3500-1,Gdynia Główna,3500
EIP,2024-04-19,2024-04-19_3502-3,Gdynia Główna,3502
EIP,2024-04-19,2024-04-19_3504-5,Gdynia Główna,3504
EIP,2024-04-19,2024-04-19_3506-7,Gdynia Główna,3506
EIP,2024-04-19,2024-04-19_3508-9,Gdynia Główna,3508
EIP,2024-04-19,2024-04-19_3510-1,Gdynia Główna,3510
TLK,2024-04-19,2024-04-19_35104-5,Gdynia Główna,35104 Małopolska
IC,2024-04-19,2024-04-19_3512-3,Gdynia Główna,3512 Piast
IC,2024-04-19,2024-04-19_3514-5,Gdynia Główna,3514 Artus
TLK,2024-04-19,2024-04-19_35170-1,Gdynia Główna,35170 Karpaty
TLK,2024-04-19,2024-04-19_35172-3,Gdynia Główna,35172 Rozewie
IC,2024-04-19,2024-04-19_3520-1,Olsztyn Główny,3520 Żeromski
IC,2024-04-19,2024-04-19_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2024-04-19,2024-04-19_3524-5,Olsztyn Główny,3524 Kolberg
IC,2024-04-19,2024-04-19_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2024-04-19,2024-04-19_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2024-04-19,2024-04-19_3534-5,Bydgoszcz Główna,3534 Kazimierz
IC,2024-04-19,2024-04-19_3560-1,Gdynia Główna,3560 Witkacy
IC,2024-04-19,2024-04-19_3600-1,Wrocław Główny,3600 Wyspiański
IC,2024-04-19,2024-04-19_3602-3,Wrocław Główny,3602 Siemiradzki
IC,2024-04-19,2024-04-19_3604-5,Wrocław Główny,3604 Grottger
IC,2024-04-19,2024-04-19_36100-1,Wrocław Główny,36100 Boznańska
TLK,2024-04-19,2024-04-19_36102-3,Jelenia Góra,36102 Sudety
TLK,2024-04-19,2024-04-19_36106-7,Jelenia Góra,36106 Szczeliniec
IC,2024-04-19,2024-04-19_3700-1,Poznań Główny,3700 Ślązak
IC,2024-04-19,2024-04-19_37000-1,Frankfurt (Oder),56 Wawel
IC,2024-04-19,2024-04-19_37002-3,Frankfurt (Oder),54 Odra
IC,2024-04-19,2024-04-19_37100-1,Poznań Główny,37100 Pułaski
IC,2024-04-19,2024-04-19_37102-3,Poznań Główny,37102 Wybicki
IC,2024-04-19,2024-04-19_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2024-04-19,2024-04-19_3720-1,Poznań Główny,3720 Cegielski
IC,2024-04-19,2024-04-19_3722-3,Poznań Główny,3722 Barbakan
EIP,2024-04-19,2024-04-19_3800-1,Kołobrzeg,3800
IC,2024-04-19,2024-04-19_3804-5,Szczecin Główny,3804 Matejko
IC,2024-04-19,2024-04-19_3806-7,Kołobrzeg,3806 Malczewski
IC,2024-04-19,2024-04-19_38100-1,Kołobrzeg,38100 Zamoyski
IC,2024-04-19,2024-04-19_38102-3,Świnoujście,38102 Chełmoński
IC,2024-04-19,2024-04-19_38106-7,Piła Główna,38106 Miechowita
TLK,2024-04-19,2024-04-19_38152-3,Kołobrzeg,38152 Lubomirski
TLK,2024-04-19,2024-04-19_38170-1,Kołobrzeg,38171 Ustronie
IC,2024-04-19,2024-04-19_38172-3,Świnoujście,38172 Przemyślanin
IC,2024-04-19,2024-04-19_3820-1,Szczecin Główny,3820 Osterwa
IC,2024-04-19,2024-04-19_40001,Bohumin,101 Moravia
IC,2024-04-19,2024-04-19_41000-1,Warszawa Gdańska,117 Silesia
IC,2024-04-19,2024-04-19_41002-3,Warszawa Wschodnia,104 Polonia
IC,2024-04-19,2024-04-19_41004-5,Warszawa Wschodnia,130 Batory
IC,2024-04-19,2024-04-19_41006-7,Warszawa Gdańska,113 Silesia
IC,2024-04-19,2024-04-19_41008-9,Warszawa Gdańska,111 Silesia
IC,2024-04-19,2024-04-19_41010-1,Warszawa Wschodnia,406 Chopin
EIC,2024-04-19,2024-04-19_4110-1,Warszawa Wschodnia,4110 Ondraszek
IC,2024-04-19,2024-04-19_4120-1,Warszawa Wschodnia,4120 Daszyński
IC,2024-04-19,2024-04-19_4122-3,Białystok,4122 Pilecki
IC,2024-04-19,2024-04-19_4124-5,Płock,4124 Chemik
TLK,2024-04-19,2024-04-19_42000-1,Lublin Główny,311 Roztocze
IC,2024-04-19,2024-04-19_42100-1,Lublin Główny,42100 Sztygar
IC,2024-04-19,2024-04-19_42102,Kielce Główne,42102 Morcinek
IC,2024-04-19,2024-04-19_43000-1,Przemyśl Główny,115 Cracovia
IC,2024-04-19,2024-04-19_43002-3,Przemyśl Główny,106 Porta Moravica
TLK,2024-04-19,2024-04-19_43004-5,Kraków Główny,213 Galicja
IC,2024-04-19,2024-04-19_43006-7,Kraków Główny,102 Danubius
IC,2024-04-19,2024-04-19_44000,Katowice,100 Moravia
EIP,2024-04-19,2024-04-19_4500-1,Gdynia Główna,4500
IC,2024-04-19,2024-04-19_45000-1,Gdynia Główna,108 Sobieski
EIP,2024-04-19,2024-04-19_4502-3,Gdynia Główna,4502
EIP,2024-04-19,2024-04-19_4504-5,Gdynia Główna,4504
EIP,2024-04-19,2024-04-19_4506-7,Gdynia Główna,4506
EIP,2024-04-19,2024-04-19_4508-9,Gdynia Główna,4508
TLK,2024-04-19,2024-04-19_45103-2,Gdynia Główna,45102 Flisak
IC,2024-04-19,2024-04-19_45150-1,Bydgoszcz Główna,45150 Halny
IC,2024-04-19,2024-04-19_4520-1,Gdynia Główna,4520 Hutnik
IC,2024-04-19,2024-04-19_4522-3,Olsztyn Główny,4522 Skarbek
IC,2024-04-19,2024-04-19_4524-5,Olsztyn Główny,4524 Kormoran
IC,2024-04-19,2024-04-19_4526-7,Gdynia Główna,4526 Doker
IC,2024-04-19,2024-04-19_46000-1,Wrocław Główny,202 Danubius
IC,2024-04-19,2024-04-19_47101,Poznań Główny,47100 Spodek
IC,2024-04-19,2024-04-19_48101-0,Słupsk,48100 Gwarek
IC,2024-04-19,2024-04-19_48102-3,Ustka,48102 Szyndzielnia
ZKA IC,2024-04-19,2024-04-19_50111-0,Giżycko,ZKA 608 Warmia
ZKA IC,2024-04-19,2024-04-19_50113-2,Giżycko,ZKA 606 Mamry
EIP,2024-04-19,2024-04-19_5100-1,Warszawa Centralna,5100
EIP,2024-04-19,2024-04-19_5102-3,Warszawa Centralna,5102
EIP,2024-04-19,2024-04-19_5104-5,Warszawa Centralna,5104
IC,2024-04-19,2024-04-19_5110-1,Warszawa Zachodnia,5110 Słowiniec
TLK,2024-04-19,2024-04-19_51102-3,Warszawa Wschodnia,51102 Biebrza
IC,2024-04-19,2024-04-19_5112-3,Warszawa Zachodnia,5112 Wybrzeże
IC,2024-04-19,2024-04-19_5122-3,Łódź Fabryczna,5122 Mazury
IC,2024-04-19,2024-04-19_5124-5,Warszawa Wschodnia,5124 Kopernik
IC,2024-04-19,2024-04-19_5126-7,Warszawa Centralna,5126 Moniuszko
IC,2024-04-19,2024-04-19_5130-1,Warszawa Zachodnia,5130 Brda
IC,2024-04-19,2024-04-19_5132-3,Łódź Fabryczna,5132 Kociewie
IC,2024-04-19,2024-04-19_52100-1,Chełm,52100 Kujawiak
IC,2024-04-19,2024-04-19_5220-1,Lublin Główny,5220 Rejewski
EIP,2024-04-19,2024-04-19_5300-1,Kraków Główny,5300
EIP,2024-04-19,2024-04-19_5302-3,Kraków Główny,5302
EIP,2024-04-19,2024-04-19_5304-5,Kraków Główny,5304
EIP,2024-04-19,2024-04-19_5306-7,Kraków Główny,5306
EIP,2024-04-19,2024-04-19_5308-9,Rzeszów Główny,5308
EIP,2024-04-19,2024-04-19_5310-1,Kraków Główny,5310
TLK,2024-04-19,2024-04-19_53102-3,Kraków Główny,53102 Lubomirski
TLK,2024-04-19,2024-04-19_53104-5,Zakopane,53104 Małopolska
IC,2024-04-19,2024-04-19_5312-3,Kraków Główny,5312 Piast
IC,2024-04-19,2024-04-19_5314-5,Przemyśl Główny,5314 Artus
TLK,2024-04-19,2024-04-19_53170-1,Zakopane,53170 Karpaty
TLK,2024-04-19,2024-04-19_53172-3,Kraków Główny,53173 Rozewie
IC,2024-04-19,2024-04-19_5320-1,Kraków Główny,5320 Żeromski
IC,2024-04-19,2024-04-19_5322-3,Kraków Główny,5322 Sienkiewicz
IC,2024-04-19,2024-04-19_5324-5,Kraków Główny,5324 Kolberg
IC,2024-04-19,2024-04-19_5326-7,Kraków Główny,5326 Orłowicz
IC,2024-04-19,2024-04-19_5328-9,Kraków Główny,5328 Warmia
IC,2024-04-19,2024-04-19_5332-3,Rzeszów Główny,5332 Kochanowski
IC,2024-04-19,2024-04-19_5334-5,Kraków Główny,5334 Kazimierz
IC,2024-04-19,2024-04-19_5360-1,Zakopane,5360 Witkacy
EIP,2024-04-19,2024-04-19_5400-1,Gliwice,5400
IC,2024-04-19,2024-04-19_54000-1,Bohumin,109 Sobieski
EIP,2024-04-19,2024-04-19_5402-3,Bielsko-Biała Główna,5402
EIP,2024-04-19,2024-04-19_5404-5,Gliwice,5404
EIP,2024-04-19,2024-04-19_5406-7,Bielsko-Biała Główna,5406
TLK,2024-04-19,2024-04-19_54102-3,Katowice,54102 Flisak
IC,2024-04-19,2024-04-19_54150-1,Bielsko-Biała Główna,54150 Halny
IC,2024-04-19,2024-04-19_5420-1,Bielsko-Biała Główna,5420 Hutnik
IC,2024-04-19,2024-04-19_5422-3,Racibórz,5422 Skarbek
IC,2024-04-19,2024-04-19_5424-5,Bielsko-Biała Główna,5424 Kormoran
IC,2024-04-19,2024-04-19_5426-7,Katowice,5426 Doker
ZKA IC,2024-04-19,2024-04-19_55111-0,Olsztyn Główny,ZKA 605 Warmia
ZKA IC,2024-04-19,2024-04-19_55113-2,Olsztyn Główny,ZKA 607 Mamry
IC,2024-04-19,2024-04-19_5600-1,Jelenia Góra,5600 Pomorzanin
IC,2024-04-19,2024-04-19_5602-3,Wrocław Główny,5602 Heweliusz
IC,2024-04-19,2024-04-19_5604-5,Wrocław Główny,5604 Mieszko
IC,2024-04-19,2024-04-19_56102-3,Wrocław Główny,56102 Mamry
IC,2024-04-19,2024-04-19_56104-5,Wrocław Główny,56104 Jeziorak
IC,2024-04-19,2024-04-19_56150-1,Wrocław Główny,56150 Lednica
IC,2024-04-19,2024-04-19_5620-1,Wrocław Główny,5620 Słowacki
IC,2024-04-19,2024-04-19_5700-1,Poznań Główny,5700 Bałtyk
IC,2024-04-19,2024-04-19_57000-1,Frankfurt (Oder),58 Gedania
IC,2024-04-19,2024-04-19_57100-1,Zielona Góra Główna,57100 Ukiel
IC,2024-04-19,2024-04-19_57102-3,Poznań Główny,57102 Drwęca
IC,2024-04-19,2024-04-19_57104-5,Zielona Góra Główna,57104 Bachus
IC,2024-04-19,2024-04-19_57108-9,Zielona Góra Główna,57108 Stoczniowiec
IC,2024-04-19,2024-04-19_58100-1,Szczecin Główny,58100 Albatros
IC,2024-04-19,2024-04-19_58103-2,Szczecin Główny,58102 Żuławy
IC,2024-04-19,2024-04-19_58104-5,Szczecin Główny,58104 Bryza
IC,2024-04-19,2024-04-19_58107-6,Szczecin Główny,58106 Gryf
IC,2024-04-19,2024-04-19_58109-8,Szczecin Główny,58108 Stańczyk
TLK,2024-04-19,2024-04-19_58110-1,Kostrzyn,58110 Bory Tucholskie
TLK,2024-04-19,2024-04-19_60103,Kłodzko Miasto,60103 Rozewie
IC,2024-04-19,2024-04-19_60105,Jelenia Góra,60105 Matejko
IC,2024-04-19,2024-04-19_60107,Kłodzko Miasto,60107 Heweliusz
EIC,2024-04-19,2024-04-19_6100-1,Warszawa Wschodnia,6100 Panorama
EIP,2024-04-19,2024-04-19_6102-3,Warszawa Wschodnia,6102
TLK,2024-04-19,2024-04-19_61100-1,Warszawa Gdańska,61100 Orzeszkowa
IC,2024-04-19,2024-04-19_61103-2,Warszawa Wschodnia,61102 Konopnicka
IC,2024-04-19,2024-04-19_61104-5,Białystok,61104 Nałkowska
IC,2024-04-19,2024-04-19_61107-6,Białystok,61106 Dąbrowska
IC,2024-04-19,2024-04-19_61108-9,Warszawa Gdańska,61108 Oleńka
TLK,2024-04-19,2024-04-19_61170-1,Warszawa Wschodnia,61170 Karkonosze
IC,2024-04-19,2024-04-19_6121-0,Warszawa Wschodnia,6120 Asnyk
IC,2024-04-19,2024-04-19_6123-2,Warszawa Wschodnia,6122 Baczyński
IC,2024-04-19,2024-04-19_6124-5,Białystok,6124 Fredro
IC,2024-04-19,2024-04-19_6126-7,Warszawa Wschodnia,6126 Łużyce
IC,2024-04-19,2024-04-19_62100-1,Lublin Główny,62100 Bolko
IC,2024-04-19,2024-04-19_62102-3,Lublin Główny,62102 Morcinek
IC,2024-04-19,2024-04-19_6300-1,Przemyśl Główny,6300 Wyspiański
IC,2024-04-19,2024-04-19_6302-3,Przemyśl Główny,6302 Siemiradzki
IC,2024-04-19,2024-04-19_6304-5,Przemyśl Główny,6304 Grottger
IC,2024-04-19,2024-04-19_63100-1,Kraków Główny,63100 Boznańska
TLK,2024-04-19,2024-04-19_63102-3,Kraków Główny,63102 Sudety
TLK,2024-04-19,2024-04-19_63106-7,Kraków Główny,63106 Szczeliniec
IC,2024-04-19,2024-04-19_64000-1,Bohumin,203 Danubius
IC,2024-04-19,2024-04-19_6500-1,Gdynia Główna,6500 Pomorzanin
IC,2024-04-19,2024-04-19_6503-2,Gdynia Główna,6502 Heweliusz
IC,2024-04-19,2024-04-19_6505-4,Gdynia Główna,6504 Mieszko
IC,2024-04-19,2024-04-19_65103-2,Olsztyn Główny,65102 Mamry
IC,2024-04-19,2024-04-19_65105-4,Olsztyn Główny,65104 Jeziorak
IC,2024-04-19,2024-04-19_6521-0,Ełk,6520 Słowacki
TLK,2024-04-19,2024-04-19_66102,Wrocław Główny,66102 Rozewie
IC,2024-04-19,2024-04-19_66104,Wrocław Główny,66104 Matejko
IC,2024-04-19,2024-04-19_66106,Wrocław Główny,66106 Heweliusz
IC,2024-04-19,2024-04-19_68101,Kołobrzeg,68101 Bosman
IC,2024-04-19,2024-04-19_68103-2,Słupsk,68102 Szkuner
IC,2024-04-19,2024-04-19_68105,Szczecin Główny,68104 Swarożyc
EIC,2024-04-19,2024-04-19_71000-1,Warszawa Gdańska,249 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_71002-3,Warszawa Wschodnia,247 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_71004-5,Warszawa Wschodnia,49 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_71006-7,Warszawa Wschodnia,47 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_71008-9,Warszawa Wschodnia,45 Berlin-Warszawa-Express
EIC,2024-04-19,2024-04-19_71010-1,Warszawa Wschodnia,41 Berlin-Warszawa-Express
IC,2024-04-19,2024-04-19_71101-0,Warszawa Wschodnia,71100 Strzelecki
IC,2024-04-19,2024-04-19_71103-2,Warszawa Wschodnia,71102 Zielonogórzanin
IC,2024-04-19,2024-04-19_71104-5,Warszawa Wschodnia,71104 Warta
IC,2024-04-19,2024-04-19_7201-0,Lublin Główny,7200 Hetman
IC,2024-04-19,2024-04-19_72101-0,Lublin Główny,72100 Lubuszanin
IC,2024-04-19,2024-04-19_72102-3,Lublin Główny,72102 Koziołek
IC,2024-04-19,2024-04-19_7300-1,Przemyśl Główny,7300 Ślązak
IC,2024-04-19,2024-04-19_73000-1,Przemyśl Główny,57 Wawel
IC,2024-04-19,2024-04-19_73002-3,Kraków Główny,55 Odra
IC,2024-04-19,2024-04-19_73100-1,Kraków Główny,73100 Pułaski
IC,2024-04-19,2024-04-19_73102-3,Kraków Główny,73102 Wybicki
IC,2024-04-19,2024-04-19_73104-5,Przemyśl Główny,73104 Mehoffer
IC,2024-04-19,2024-04-19_7320-1,Kraków Główny,7320 Cegielski
IC,2024-04-19,2024-04-19_7322-3,Kraków Główny,7322 Barbakan
IC,2024-04-19,2024-04-19_74100,Katowice,74100 Spodek
IC,2024-04-19,2024-04-19_7500-1,Gdynia Główna,7500 Bałtyk
IC,2024-04-19,2024-04-19_75000-1,Gdynia Główna,59 Gedania
IC,2024-04-19,2024-04-19_75101-0,Olsztyn Główny,75100 Ukiel
IC,2024-04-19,2024-04-19_75102-3,Olsztyn Główny,75102 Drwęca
IC,2024-04-19,2024-04-19_75105-4,Gdynia Główna,75104 Bachus
IC,2024-04-19,2024-04-19_75106-7,Gdynia Główna,75106 Lednica
IC,2024-04-19,2024-04-19_75109-8,Gdynia Główna,75108 Stoczniowiec
IC,2024-04-19,2024-04-19_78101,Gorzów Wielkopolski,78101 Strzelecki
IC,2024-04-19,2024-04-19_78103,Gorzów Wielkopolski,78103 Lubuszanin
IC,2024-04-19,2024-04-19_78173-2,Ustka,78172 Przemyślanin
IC,2024-04-19,2024-04-19_80100,Piła Główna,80100 Zamoyski
EIC,2024-04-19,2024-04-19_8100-1,Warszawa Wschodnia,8100 Chrobry
IC,2024-04-19,2024-04-19_81101-0,Warszawa Wschodnia,81100 Gałczyński
IC,2024-04-19,2024-04-19_81102-3,Suwałki,81102 Podlasiak
IC,2024-04-19,2024-04-19_81105-4,Białystok,81104 Rybak
IC,2024-04-19,2024-04-19_81106-7,Warszawa Wschodnia,81106 Mewa
TLK,2024-04-19,2024-04-19_81109-8,Łódź Kaliska,81108 Włókniarz
IC,2024-04-19,2024-04-19_81110-1,Warszawa Wschodnia,81110 Noteć
IC,2024-04-19,2024-04-19_81114-5,Łódź Fabryczna,81114 Pobrzeże
IC,2024-04-19,2024-04-19_81170-1,Warszawa Wschodnia,81170 Uznam
IC,2024-04-19,2024-04-19_82101-0,Lublin Główny,82100 Staszic
IC,2024-04-19,2024-04-19_82102-3,Lublin Główny,82102 Wyczółkowski
IC,2024-04-19,2024-04-19_82104-5,Hrubieszów Miasto,82104 Górski
EIP,2024-04-19,2024-04-19_8300-1,Kraków Główny,8300
IC,2024-04-19,2024-04-19_8304-5,Przemyśl Główny,8304 Matejko
IC,2024-04-19,2024-04-19_8306-7,Kraków Główny,8306 Malczewski
IC,2024-04-19,2024-04-19_83100-1,Rzeszów Główny,83100 Zamoyski
IC,2024-04-19,2024-04-19_83102-3,Kraków Główny,83102 Chełmoński
IC,2024-04-19,2024-04-19_83106-7,Kraków Główny,83106 Miechowita
TLK,2024-04-19,2024-04-19_83170-1,Kraków Główny,83170 Ustronie
IC,2024-04-19,2024-04-19_83172-3,Przemyśl Główny,83172 Przemyślanin
IC,2024-04-19,2024-04-19_8321-0,Kraków Główny,8320 Osterwa
IC,2024-04-19,2024-04-19_84101-0,Katowice,84100 Gwarek
IC,2024-04-19,2024-04-19_84103-2,Bielsko-Biała Główna,84102 Szyndzielnia
IC,2024-04-19,2024-04-19_85101-0,Gdańsk Główny,85100 Albatros
IC,2024-04-19,2024-04-19_85103-2,Olsztyn Główny,85102 Żuławy
IC,2024-04-19,2024-04-19_85105-4,Olsztyn Główny,85104 Bryza
IC,2024-04-19,2024-04-19_85107-6,Olsztyn Główny,85106 Gryf
IC,2024-04-19,2024-04-19_85109-8,Olsztyn Główny,85108 Stańczyk
TLK,2024-04-19,2024-04-19_85110-1,Gdynia Główna,85110 Bory Tucholskie
IC,2024-04-19,2024-04-19_86100,Wrocław Główny,86100 Bosman
IC,2024-04-19,2024-04-19_86103-2,Wrocław Główny,86102 Szkuner
IC,2024-04-19,2024-04-19_86104,Wrocław Główny,86104 Swarożyc
IC,2024-04-19,2024-04-19_87100,Zbąszynek,87100 Strzelecki
IC,2024-04-19,2024-04-19_87102,Zbąszynek,87102 Lubuszanin
IC,2024-04-19,2024-04-19_87173-2,Poznań Główny,87172 Przemyślanin
IC,2024-04-19,2024-04-19_88101,Gorzów Wielkopolski,88101 Zamoyski
IC,2024-04-19,2024-04-19_9103-2,Warszawa Wschodnia,9102 Łęcka
IC,2024-04-19,2024-04-19_9105-4,Warszawa Wschodnia,9104 Rubinstein
